,Binomial,Category,Common name,Family,Notes,Order,colour,common_name_in_url,size,url,"('nsw', 'vic', 'tas', 'act', 'sa', 'wa', 'nt', 'qld')",nsw,vic,tas,act,sa,wa,nt,qld,min_weight,max_weight,min_length,max_length,images_url,voice_url,Description,Sourcescolour
865,Neochmia temporalis,"Australasian finches, firetails and waxbills",Red-browed finch,Estrildidae,,Passeriformes,,Red-browed_finch,,https://en.wikipedia.org/wiki/Red-browed_finch,,,,,,,,,,,,,,,,,
866,Stagonopleura guttata,"Australasian finches, firetails and waxbills",Diamond firetail,Estrildidae,,Passeriformes,,Diamond_firetail,,https://en.wikipedia.org/wiki/Diamond_firetail,,,,,,,,,,,,,,,,,
867,Stagonopleura bella,"Australasian finches, firetails and waxbills",Beautiful firetail,Estrildidae,,Passeriformes,,Beautiful_firetail,,https://en.wikipedia.org/wiki/Beautiful_firetail,,,,,,,,,,,,,,,,,
868,Stagonopleura oculata,"Australasian finches, firetails and waxbills",Red-eared firetail,Estrildidae,,Passeriformes,,Red-eared_firetail,,https://en.wikipedia.org/wiki/Red-eared_firetail,,,,,,,,,,,,,,,,,
869,Emblema pictum,"Australasian finches, firetails and waxbills",Painted finch,Estrildidae,,Passeriformes,,Painted_finch,,https://en.wikipedia.org/wiki/Painted_finch,,,,,,,,,,,,,,,,,
870,Erythrura trichroa,"Australasian finches, firetails and waxbills",Blue-faced parrotfinch,Estrildidae,,Passeriformes,,Blue-faced_parrotfinch,,https://en.wikipedia.org/wiki/Blue-faced_parrotfinch,,,,,,,,,,,,,,,,,
871,Erythrura gouldiae,"Australasian finches, firetails and waxbills",Gouldian finch,Estrildidae,,Passeriformes,,Gouldian_finch,,https://en.wikipedia.org/wiki/Gouldian_finch,,,,,,,,,,,,,,,,,
872,Lonchura punctulata,"Australasian finches, firetails and waxbills",Nutmeg mannikin,Estrildidae,introduced,Passeriformes,,Nutmeg_mannikin,,https://en.wikipedia.org/wiki/Nutmeg_mannikin,,,,,,,,,,,,,,,,,
873,Lonchura pallida,"Australasian finches, firetails and waxbills",Pale-headed munia,Estrildidae,"vagrant, Ashmore Reef",Passeriformes,,Pale-headed_munia,,https://en.wikipedia.org/wiki/Pale-headed_munia,,,,,,,,,,,,,,,,,
874,Lonchura flaviprymna,"Australasian finches, firetails and waxbills",Yellow-rumped mannikin,Estrildidae,,Passeriformes,,Yellow-rumped_mannikin,,https://en.wikipedia.org/wiki/Yellow-rumped_mannikin,,,,,,,,,,,,,,,,,
875,Lonchura castaneothorax,"Australasian finches, firetails and waxbills",Chestnut-breasted mannikin,Estrildidae,,Passeriformes,,Chestnut-breasted_mannikin,,https://en.wikipedia.org/wiki/Chestnut-breasted_mannikin,,,,,,,,,,,,,,,,,
876,Lonchura oryzivora,"Australasian finches, firetails and waxbills",Java sparrow,Estrildidae,"introduced, Christmas Island",Passeriformes,,Java_sparrow,,https://en.wikipedia.org/wiki/Java_sparrow,,,,,,,,,,,,,,,,,
877,Heteromunia pectoralis,"Australasian finches, firetails and waxbills",Pictorella mannikin,Estrildidae,,Passeriformes,,Pictorella_mannikin,,https://en.wikipedia.org/wiki/Pictorella_mannikin,,,,,,,,,,,,,,,,,
879,Passer montanus,Old World sparrows,Eurasian tree sparrow,Passeridae,introduced,Passeriformes,,Eurasian_tree_sparrow,,https://en.wikipedia.org/wiki/Eurasian_tree_sparrow,,,,,,,,,,,,,,,,,
880,Anthus novaeseelandiae,Wagtails and pipits,Australasian pipit,Motacillidae,,Passeriformes,,Australasian_pipit,,https://en.wikipedia.org/wiki/Australasian_pipit,,,,,,,,,,,,,,,,,
882,Anthus gustavi,Wagtails and pipits,Pechora pipit,Motacillidae,"vagrant, Ashmore Reef",Passeriformes,,Pechora_pipit,,https://en.wikipedia.org/wiki/Pechora_pipit,,,,,,,,,,,,,,,,,
884,Motacilla taivana,Wagtails and pipits,Green-headed yellow wagtail,Motacillidae,,Passeriformes,,Green-headed_yellow_wagtail,,,,,,,,,,,,,,,,,,,
886,Motacilla cinerea,Wagtails and pipits,Grey wagtail,Motacillidae,vagrant,Passeriformes,,Grey_wagtail,,https://en.wikipedia.org/wiki/Grey_wagtail,,,,,,,,,,,,,,,,,
888,Fringilla coelebs,"Finches, crossbills and allies",Common chaffinch,Fringillidae,"introduced vagrant, Lord Howe Island, Norfolk Island",Passeriformes,,Common_chaffinch,,https://en.wikipedia.org/wiki/Common_chaffinch,,,,,,,,,,,,,,,,,
